,prec,rec,acc,f1,TP,TN,FP,FN
0,0.27719999999997225,0.9999999999996393,0.27719999999997225,0.4340745377120565,2772,0,7228,0
1,0.28016979987868607,0.9999999999996393,0.2877999999999712,0.437707247407899,2772,106,7122,0
2,0.31465909090905514,0.9989177489173886,0.3965999999999603,0.47856895919314485,2769,1197,6031,3
3,0.4290166744584028,0.9931457431453848,0.6316999999999368,0.5991946888809698,2753,3564,3664,19
4,0.5276061776060758,0.9859307359303803,0.7513999999999248,0.6873742450185131,2733,4781,2447,39
5,0.6243868255079129,0.9642857142853665,0.829299999999917,0.7579753291696313,2673,5620,1608,99
6,0.6694870438919436,0.913419913419584,0.8509999999999148,0.7726579183398349,2532,5978,1250,240
7,0.706073113207339,0.8639971139968023,0.8625999999999137,0.7770927963899459,2395,6231,997,377
8,0.7671794871792249,0.8095238095235175,0.8790999999999121,0.7877830432072983,2244,6547,681,528
9,0.8484971567827585,0.7536075036072317,0.8943999999999105,0.7982422616336614,2089,6855,373,683
10,0.966900702105834,0.6955266955264446,0.9089999999999091,0.8090642042968699,1928,7162,66,844
11,0.9767441860459833,0.6515151515149165,0.8990999999999101,0.7816489932439118,1806,7185,43,966
12,0.9744047619041819,0.5905483405481275,0.8821999999999117,0.7353998198352323,1637,7185,43,1135
13,0.9720865317508918,0.5025252525250712,0.8580999999999142,0.6625445893244623,1393,7188,40,1379
14,0.9675587996748033,0.43037518037502515,0.8380999999999161,0.5957553054411995,1193,7188,40,1579
15,0.9999999999989744,0.35173160173147483,0.820299999999918,0.5204163326811755,975,7228,0,1797
16,0.9999999999987438,0.2871572871571836,0.8023999999999197,0.4461883404602785,796,7228,0,1976
17,0.9999999999983687,0.22113997113989137,0.7840999999999215,0.3621861149173695,613,7228,0,2159
18,0.9999999999973546,0.13636363636358717,0.7605999999999239,0.2399999997886476,378,7228,0,2394
19,0.9999999999937889,0.05808080808078713,0.7388999999999261,0.10978520276012814,161,7228,0,2611
20,0.0,0.0,0.7227999999999277,0.0,0,7228,0,2772
